Type Document,Titre,Référence,Premier Auteur,Type de verre,Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Ce,Pr,Nd,S_autres_TR,Th,U,Pu,Np,Am,Cm,S_autres_An,Somme,Densité,Homogénéité,B_IV,Irradié,Caractéristiques_si_irradié,Température,Statique_dynamique,Plage_granulométrique_si_poudre,Surface_spécifique_géométrique_si_poudre,Surface_spécifique_BET_si_poudre,Qualité_de_polissage_si_monolithe,Masse_du_verre,Surface_du_verre_S,Volume_de_la_solution_V,Débit_de_la_solution,pH_initial_T_amb,pH_initial_T_essai,Composition_de_la_solution,Durée_de_l_expérience,pH_final_T_amb,pH_final_T_essai,Normalisation_de_la_vitesse_Sgeo_ou_SBET,V0_Si_ou_r0_Si,r2_Si,Ordonnée_à_l_origine_Si,V0_B_ou_r0_B,Ordonnée_à_l_origine_B,V0_Na_ou_r0_Na,r2_Na,Ordonnée_à_l_origine_Na,V0_ΔM_ou_r0_ΔM,Congruence
Article de recherche,"The initial dissolution rates of simulated UK Magnox– ThORP blend nuclear waste glass as a function of pH, temperature and waste loading","Mineralogical Magazine, November 2015, Vol. 79(6), pp. 1529–1542, DOI: 10.1180/minmag.2015.079.6.28",N. CASSINGHAM,MT30_test3,5.9,10.35,58.61,5.07,0.83,0.94,14.99,0,0,0,0,0,0.12,0,0.52,0,0.13,0,0,0,0,0,0,0,0.07,0.02,0.46,0,0.35,0,0.08,0,0,0,0,0,0,0,0.04,0,0.29,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.06,0.22,0.51,0,0,0,0,0,0,0,100.0,2.77,homogeneous,Not available,Not available,Not available,70,dynamique,75-150,Calculated geometrically,Not available,Not available,Not available,Not available,Not available,Not available,8.0,7.6,0.05 M THAM + HNO3,Not available,Not available,Not available,Sgeo,0.369,Not available,Not available,0.369,Not available,0.497,Not available,Not available,Not available,"Congruent within experimental error at pH 8/40C, potentially incongruent at higher pH"
Article de recherche,"The initial dissolution rates of simulated UK Magnox– ThORP blend nuclear waste glass as a function of pH, temperature and waste loading","Mineralogical Magazine, November 2015, Vol. 79(6), pp. 1529–1542, DOI: 10.1180/minmag.2015.079.6.28",N. CASSINGHAM,MT30_test4,5.9,10.35,58.61,5.07,0.83,0.94,14.99,0,0,0,0,0,0.12,0,0.52,0,0.13,0,0,0,0,0,0,0,0.07,0.02,0.46,0,0.35,0,0.08,0,0,0,0,0,0,0,0.04,0,0.29,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.06,0.22,0.51,0,0,0,0,0,0,0,100.0,2.77,homogeneous,Not available,Not available,Not available,23,dynamique,75-150,Calculated geometrically,Not available,Not available,Not available,Not available,Not available,Not available,10.0,10.0,0.05 M THAM + HNO3,Not available,Not available,Not available,Sgeo,0.024,Not available,Not available,0.024,Not available,0.067,Not available,Not available,Not available,"Congruent within experimental error at pH 8/40C, potentially incongruent at higher pH"
Article de recherche,"The initial dissolution rates of simulated UK Magnox– ThORP blend nuclear waste glass as a function of pH, temperature and waste loading","Mineralogical Magazine, November 2015, Vol. 79(6), pp. 1529–1542, DOI: 10.1180/minmag.2015.079.6.28",N. CASSINGHAM,MT30_test5,5.9,10.35,58.61,5.07,0.83,0.94,14.99,0,0,0,0,0,0.12,0,0.52,0,0.13,0,0,0,0,0,0,0,0.07,0.02,0.46,0,0.35,0,0.08,0,0,0,0,0,0,0,0.04,0,0.29,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.06,0.22,0.51,0,0,0,0,0,0,0,100.0,2.77,homogeneous,Not available,Not available,Not available,40,dynamique,75-150,Calculated geometrically,Not available,Not available,Not available,Not available,Not available,Not available,10.0,9.8,0.05 M THAM + HNO3,Not available,Not available,Not available,Sgeo,0.436,Not available,Not available,0.189,Not available,0.394,Not available,Not available,Not available,"Congruent within experimental error at pH 8/40C, potentially incongruent at higher pH"
Article de recherche,"The initial dissolution rates of simulated UK Magnox– ThORP blend nuclear waste glass as a function of pH, temperature and waste loading","Mineralogical Magazine, November 2015, Vol. 79(6), pp. 1529–1542, DOI: 10.1180/minmag.2015.079.6.28",N. CASSINGHAM,MT30_test6,5.9,10.35,58.61,5.07,0.83,0.94,14.99,0,0,0,0,0,0.12,0,0.52,0,0.13,0,0,0,0,0,0,0,0.07,0.02,0.46,0,0.35,0,0.08,0,0,0,0,0,0,0,0.04,0,0.29,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.06,0.22,0.51,0,0,0,0,0,0,0,100.0,2.77,homogeneous,Not available,Not available,Not available,70,dynamique,75-150,Calculated geometrically,Not available,Not available,Not available,Not available,Not available,Not available,10.0,9.3,0.05 M THAM + HNO3,Not available,Not available,Not available,Sgeo,6.038,Not available,Not available,1.57,Not available,5.684,Not available,Not available,Not available,"Congruent within experimental error at pH 8/40C, potentially incongruent at higher pH"
Article de recherche,"The initial dissolution rates of simulated UK Magnox– ThORP blend nuclear waste glass as a function of pH, temperature and waste loading","Mineralogical Magazine, November 2015, Vol. 79(6), pp. 1529–1542, DOI: 10.1180/minmag.2015.079.6.28",N. CASSINGHAM,MT30_test7,5.9,10.35,58.61,5.07,0.83,0.94,14.99,0,0,0,0,0,0.12,0,0.52,0,0.13,0,0,0,0,0,0,0,0.07,0.02,0.46,0,0.35,0,0.08,0,0,0,0,0,0,0,0.04,0,0.29,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.06,0.22,0.51,0,0,0,0,0,0,0,100.0,2.77,homogeneous,Not available,Not available,Not available,23,dynamique,75-150,Calculated geometrically,Not available,Not available,Not available,Not available,Not available,Not available,12.0,12.0,0.01 M LiOH + 0.01 M LiCl,Not available,Not available,Not available,Sgeo,0.778,Not available,Not available,0.536,Not available,0.899,Not available,Not available,Not available,"Congruent within experimental error at pH 8/40C, potentially incongruent at higher pH"
Article de recherche,"The initial dissolution rates of simulated UK Magnox– ThORP blend nuclear waste glass as a function of pH, temperature and waste loading","Mineralogical Magazine, November 2015, Vol. 79(6), pp. 1529–1542, DOI: 10.1180/minmag.2015.079.6.28",N. CASSINGHAM,MT30_test8,5.9,10.35,58.61,5.07,0.83,0.94,14.99,0,0,0,0,0,0.12,0,0.52,0,0.13,0,0,0,0,0,0,0,0.07,0.02,0.46,0,0.35,0,0.08,0,0,0,0,0,0,0,0.04,0,0.29,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.06,0.22,0.51,0,0,0,0,0,0,0,100.0,2.77,homogeneous,Not available,Not available,Not available,40,dynamique,75-150,Calculated geometrically,Not available,Not available,Not available,Not available,Not available,Not available,12.0,11.5,0.01 M LiOH + 0.01 M LiCl,Not available,Not available,Not available,Sgeo,7.638,Not available,Not available,2.643,Not available,3.146,Not available,Not available,Not available,"Congruent within experimental error at pH 8/40C, potentially incongruent at higher pH"
Article de recherche,"The initial dissolution rates of simulated UK Magnox– ThORP blend nuclear waste glass as a function of pH, temperature and waste loading","Mineralogical Magazine, November 2015, Vol. 79(6), pp. 1529–1542, DOI: 10.1180/minmag.2015.079.6.28",N. CASSINGHAM,MT30_test9,5.9,10.35,58.61,5.07,0.83,0.94,14.99,0,0,0,0,0,0.12,0,0.52,0,0.13,0,0,0,0,0,0,0,0.07,0.02,0.46,0,0.35,0,0.08,0,0,0,0,0,0,0,0.04,0,0.29,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.06,0.22,0.51,0,0,0,0,0,0,0,100.0,2.77,homogeneous,Not available,Not available,Not available,70,dynamique,75-150,Calculated geometrically,Not available,Not available,Not available,Not available,Not available,Not available,12.0,10.7,0.01 M LiOH + 0.01 M LiCl,Not available,Not available,Not available,Sgeo,61.292,Not available,Not available,4.915,Not available,18.763,Not available,Not available,Not available,"Congruent within experimental error at pH 8/40C, potentially incongruent at higher pH"
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test1,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,10.59,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test2,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,11.99,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test3,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,11.14,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test4,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,11.33,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test5,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,10.78,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test6,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Dynamic,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,20,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,13.03,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test7,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Dynamic,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,20,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,9.78,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test8,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Dynamic,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,20,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,9.58,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test9,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,20-40,0.0754,0.2065,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",13.24,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test10,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,20-40,0.0754,0.2065,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",12.76,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test11,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,40-63,0.044,0.112,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",14.55,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test12,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,40-63,0.044,0.112,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",13.04,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test13,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0256,0.0635,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",15.95,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test14,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0239,0.0645,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",14.73,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test15,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0253,0.0655,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",15.93,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test16,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0248,0.063,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",13.96,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test17,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0248,0.063,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",14.57,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test18,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0248,0.063,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",13.76,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test19,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0248,0.063,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",14.57,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test20,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0248,0.063,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",14.29,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test21,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0259,0.06,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",14.34,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test22,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,125-250,0.0133,0.0345,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",16.38,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test23,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,125-250,0.0133,0.0345,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",16.98,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test24,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Dynamic,63-125,0.0248,0.063,Not available,100,Not available,Not available,10000,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",17.11,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
